#X		Y		Free		Pro
-177.500000	-177.500000	6.349697	0.000001
-177.500000	-172.500000	6.739416	0.000000
-177.500000	-167.500000	7.130462	0.000000
-177.500000	-162.500000	7.461251	0.000000
-177.500000	-157.500000	7.675804	0.000000
-177.500000	-152.500000	7.791978	0.000000
-177.500000	-147.500000	7.929860	0.000000
-177.500000	-142.500000	8.021461	0.000000
-177.500000	-137.500000	8.213161	0.000000
-177.500000	-132.500000	8.408630	0.000000
-177.500000	-127.500000	8.653900	0.000000
-177.500000	-122.500000	8.950059	0.000000
-177.500000	-117.500000	9.175368	0.000000
-177.500000	-112.500000	9.420497	0.000000
-177.500000	-107.500000	9.576684	0.000000
-177.500000	-102.500000	9.449464	0.000000
-177.500000	-97.500000	9.157155	0.000000
-177.500000	-92.500000	8.921577	0.000000
-177.500000	-87.500000	8.662442	0.000000
-177.500000	-82.500000	8.456447	0.000000
-177.500000	-77.500000	8.270539	0.000000
-177.500000	-72.500000	8.168240	0.000000
-177.500000	-67.500000	7.894127	0.000000
-177.500000	-62.500000	7.457997	0.000000
-177.500000	-57.500000	6.930216	0.000000
-177.500000	-52.500000	6.397741	0.000000
-177.500000	-47.500000	6.256790	0.000001
-177.500000	-42.500000	6.736628	0.000000
-177.500000	-37.500000	7.775553	0.000000
-177.500000	-32.500000	8.934987	0.000000
-177.500000	-27.500000	8.840522	0.000000
-177.500000	-22.500000	8.246821	0.000000
-177.500000	-17.500000	7.349155	0.000000
-177.500000	-12.500000	6.319766	0.000001
-177.500000	-7.500000	5.693825	0.000002
-177.500000	-2.500000	5.290208	0.000003
-177.500000	2.500000	5.160812	0.000004
-177.500000	7.500000	5.240132	0.000004
-177.500000	12.500000	5.347113	0.000003
-177.500000	17.500000	5.208497	0.000004
-177.500000	22.500000	4.984848	0.000005
-177.500000	27.500000	4.794075	0.000007
-177.500000	32.500000	4.810096	0.000007
-177.500000	37.500000	5.009596	0.000005
-177.500000	42.500000	5.266260	0.000003
-177.500000	47.500000	5.549575	0.000002
-177.500000	52.500000	5.701445	0.000002
-177.500000	57.500000	5.722855	0.000002
-177.500000	62.500000	5.666863	0.000002
-177.500000	67.500000	5.629745	0.000002
